	preprocessed_sent	label_encoded
4859	육군   점령시  안정화 작전  첫 훈련 작년 9월 사단급 부대서 실시    나 급변 상황 따른  붕괴시  지역 점령  치안유지 수행 작전 육군이 작년 9월 북한 점령 상황을 전제로 한 도상 군사훈련을 처음 실시한 것으로 21일 확인됐다  군    소식통은  육군의 한 사단급 부대에서 작년 9월 20일부터 3일 동안 컴퓨터 전투지휘훈련 BCTP 을 통해 북한 지역에 대한 안정화 작전 훈련을 실시했다 고 말했다  안정화 작전이란 전시    나 급변 상황을 통해 북한에 통제 불능 상황이 생긴 경우 북한 지역에 진주해 치안 유지 등을 수행하는 작전을 말한다  기존 훈련은 북한의 국지도발 이후 전면전까지만 상정했는데  이번에는 북한 지역 안정화 작전까지 포함시켰다는 것이다  안정화 작전에 대해 북한은 매우 예민한 반응을 보여왔다  군 당국은 북한 반발 등을 감안해 사단 등 일선 부대 차원의 안정화 작전 훈련은 실시하지 않아왔다 	4
1169	금호건설  광주 금호 리첸시아  분양 금호건설은 경기 광주시 경안동 일대에서 광주상설시장 정비사업인  광주 금호 리첸시아  주상복합아파트를 분양한다고 18일 밝혔다  광주 원도심인 경안동에서 17년 만에 공급하는 새 아파트이다  광주 최초의 주상복합이자 지역내 최고층 단지이다   광주시 경안동 38의 3에 선보이는 광주 금호 리첸시아는 지하 3층  지상 25층  4개 동  총 447가구 규모이다  주택형은 전용면적 60 82  등 실수요자 선호도가 높은 중소형 평형 위주로 구성됐다  광주 금호 리첸시아는 경강선 성남 여주 복선전철  경기광주역을 걸어서 이용할 수 있어 서울 강남권 및 수도권 이동이 편리하다  경기광주역 이용 시 판교역까지는 13분대에 도착 가능하며  판교역에서 신분당선으로 환승하면 강남역까지 30분대에 갈 수 잇다  광주종합버스터미널이 단지와 인접해 있어 수도권 및 전국 주요 도시로의 이동이 편리하다  중부고속도로  장지 IC  태전 JC 등도 가까워 분당신도시 및 서울 강남권으로 이동이 수월하다 	1
2926	이번 주말 서울은   세계의 음악중심  요사이 신종 플루의 영향으로  계획했던 각종 문화 행사들이 줄줄이 취소되는 상황이다  하지만 음악 팬들의 기대를 모았던 대형 음악 페스티벌 2개는 이번 주말 예정대로 열린다  먼저 초대형 일렉트로닉 댄스 음악 페스티벌인  2009 글로벌 개더링 코리아 가 18일 19일 서울 한강공원 난지지구 잔디마당에서 열린다   글로벌 개더링  페스티벌은 2001년 영국에서 처음 시작돼 짧은 기간 급속도로 성장한 세계적인 일렉트로닉 음악 페스티벌이다  이제는 영국 시장을 벗어나 미국  터키  우크라이나 등 세계 각지를 돌며 영역을 점차 넓혀가고 있다  이번 한국 공연은 아시아에선 처음으로 열리는 행사다 	2
5669	아영FBC  스페인 정통 타파스바  키친구엘  부산점 오픈 종합주류기업  아영FBC는 롯데백화점 부산본점 지하2층 프리미엄 식품관에 스페인 정통 타파스바  키친구엘 KITCHEN GUELL  을 오픈한다고 24일 밝혔다  이번에 론칭한 키친구엘은  스페니시 타파스 Spanish Tapas  라는 슬로건으로 스페인 정통음식을 쉽고 간편하게 즐기면서 와인을 비롯한 각종 칵테일과 건강음료 디톡스 데 아구아 도 곁들인 캐주얼 타파스 바 Tapas Bar 다  기존 와인바와 카페  캐주얼 레스토랑의 장점을 혼합해 알코올 논알코올의 다양한 드링크 메뉴와 포장메뉴를 중심으로 실속을 추구하는 소비층에게 안성맞춤이다 	5
2935	연극  878미터의 봄   지하 탄광과 고공 크레인  그 안에서 무슨 일 있었나 878 는 지상으로 올라간 높이가 아니라 지하로 뻗은 길이다  연극  878미터의 봄 에서는 작품 배경인  지금은 폐쇄된 탄광 막장의 깊이를 의미한다  돈을 아끼기 위해 지하 878m에 갇힌 광부를 구출하지 않았던  냉혹한 비밀을 말하기도 한다  지하로 향한 깊이는 지상 위의 사투와 연결된다  그 높이가 878m는 아니지만  노동자  김철강 이 타워 크레인 위에서 벌이는 고공농성 소식은  막다른 곳에 다다른  사람들의 이야기로서 탄광촌의 비밀과 접점을 찾는다  17년 전 탄광에서 가스 폭발 사고가 일어났을 때 인부  용만 은 미처 빠져나오지 못했다  사고 뒤 마을을 떠난 용만의 아들  준기 는 방송사 프로듀서가 됐고 카지노가 들어선 고향을 취재하기 위해 17년 만에 돌아오면서 연극은 시작된다  아버지의 동료였던  기철 은 카지노 게임에 중독된 폐인   근석 은 치매에 걸린 노인이 되어 있었다  근석의 딸이자 준기의 친구인  우영 은 카지노 딜러다  탄광촌이 사라진 자리에 새로 들어선 카지노가 현재 이들 삶의 중심이다  과거의 잘못을 감추려는 기철  근석과 그 잘못을 대신 짊어지려는 우영의 모습이 대비되면서 준기만 몰랐던 비밀이 차츰 벗겨진다  죄책감에 시달리던 기철과 근석  우영은 준기에게 사죄를 구한다  한편 방송사 피디 준기가 만들다  외압  때문에 방송되지 못한 고공농성 이야기는 마지막 한 장면을 빼 놓고는 무대에 등장하지 않은 채 소리로만 전해지는데  작품에서 현재의  죄책감 을 환기시키는 역할을 한다 	2
6975	안병훈  US아마골프  최연소 우승  사냥 안병훈 18 이  제109회 US아마추어 골프대회  결승에 진출했다   탁구 커플 로 유명한 안재형 자오즈민의 아들인 안병훈은 30일 한국 시간  미국 오클라호마주 털사의 서던힐스GC 파70 에서 매치플레이로 열린 준결승에서 바비크 파텔 미국 을 3홀 차로 꺾고 결승에 올랐다  벤 마틴 미국 과 치르게 된 결승은 오전과 오후 18홀씩 하루에 36홀 매치플레이로 진행된다 	6
8809	공정거래법 처리 잠정 합의  SK 제재 가능성   일반지주회사의 금융지주회사 보유를 골자로 하는 공정거래법 개정안은 4월 국회에서 처리되는 것으로 잠정 합의했다  단  시행 시기는 아직 여야와의 협의가 남아 있다   김동수 공정거래위원장이 21일 오후 기자실을 방문  현재 국회에 계류중인 공정거래법에 대해 법안 처리 진행상황을 설명했다 	8
6385	세종시  자전거도로 천국 행정중심복합도시 세종시 가  자전거 타기 좋은 도시 로 조성된다 행정도시건설청은 자전거가 행정도시의 주요 교통수단으로 자리매김할 수 있도록 세계 최고 수준의 자전거 교통망을 만들고  대전과 청주  공주 등 주변도시와 연결되는  광역자전거 교통체계 도 구축하기로 했다  먼저 행정도시는 자전거 수송 분담률이 20  이상을 차지하는 녹색교통도시 건설을 목표로 환상형 대중교통 중심축을 따라 중심상업지역 및 버스정류장  환승터미널  공원 등 도시의 주요 기능과의 긴밀히 연결되도록 건설된다 	6
6195	 F1 성공 개최 지역경제 도약  김일태 영암군수  군민 여러분의 가슴에 풍성하고 넉넉한 결실을 안겨드리기 위해 새로운 소득 창출에 역점을 두겠습니다   김일태 영암군수는  민주당 후보로는 전국에서 유일하게 무투표로 당선되는 영광을 안게됐다 며  민선 4기 저와 우리 군정에 보내주신 7만 군민과 향우들의 사랑과 신뢰의 결과 라고 밝혔다 	6
870	5300년 전 아이스맨 게놈 해독  O형에 갈색눈 지녔다   연구팀 병력 습관 밝혀 현대인 병인 동맥경화 앓아 5300년간 알프스 산맥의 두꺼운 얼음 속에 냉동 미라로 묻혀 있던  아이스맨 의 게놈 유전정보 이 해독됐다 	0
1636	현대  3분기에도  씽씽  현대자동차는 수출 호조와 중국 등 국외법인 실적이 좋아지면서 지난 3분기 사상 최대 규모의 당기순이익을 거뒀다  증권가 예상치를 뛰어넘는  어닝 서프라이즈 다  이번 4분기에는 전년 동기보다 15  늘어난 83만대 국외법인 포함 를 팔아 올해 총 305만대를 판매할 계획이다  이는 지난해보다 10  늘어난 수치다  글로벌 위기로 세계 주요 자동차업체 판매량이 급감한 상태에서 현대차가 상대적으로 선전하고 있음을 보여준다 	1
1919	돈갚을 능력  경보음  대출문턱 높아지나 주요 은행 대출담당자들이 올 3분기에 중소기업과 가계의 신용위험이 커질 것으로 내다봤다  중소기업과 가계의 신용위험이 상승하면서 일선 대출 창구는 돈을 빌리려는 수요에 비해 더 좁아질 것으로 예상된다  한국은행이 6일 내놓은  금융기관 대출행태 서베이 결과 를 보면  올 3분기 대기업과 중소기업  가계를 합쳐 산출한 신용위험지수 전망치는  20 으로 2분기 16 에 비해 4포인트 상승했다  이 조사는 지난달 한은이 16개 은행의 여신업무 총괄책임자와 면담 조사한 결과를 바탕으로 이뤄졌다  0을 기준치로 수치가 올라가면 그만큼 신용위험도가 높다는 뜻이며  낮아지면 그 반대다 	1
1745	금융상품 모두 보호된다  예금자 보호제도  허와 실  영업정지돼도 5천만원 보장 보호법 적용 안되는 기관도	1
1647	구조조정  실탄  없다던 정부 곳간  세수는 14조 더 걷혀 부동산 거래 활성화와 자동차 개별소비세 인하  법인세 증가로 1분기 국세수입이 지난해보다 13조 8천억 원 더 걷혔다  기획재정부가 10일 발표한  5월 재정동향 에 따르면 1분기 국세수입은 64조 원으로 지난해 1분기 50조 2천억 원 보다 13조 8천억 원 늘었다 	1
741	11 30 포항 포스텍 공동연구팀 마취에 의한 무의식 유도원리 물 수술환자들이 경험하는 전신마취가 인간의 뇌를 어떻게 무의식 상태로 유도하는지 물리학 의학 학제간 연구를 통해 밝혀졌다  포스텍 물리학과 김승환 교수팀과 포스텍 출신인 미국 미시건 의대 이운철 연구원  서울 아산병원 노규정 교수팀으로 구성된 공동연구팀은 사람의 전신마취 실험에서 무의식 상태로의 전이가 뇌의 정보 흐름 경로의 억제에 의해 일어난다는 증거를 처음으로 제시했다 	0
7516	채리나 KT 박용근 결혼 스토리   강남 칼부림 사건  겪고 기적 같은 사랑  센 언니  룰라 출신 채리나와 프로야구 선수 KT 박용근의 결혼 뒤에는 엄청난 사연이 숨어 있다  채리나는 지난 1월 tvN  현장토크쇼 택시 에 출연해 남편과의 기적 같은 러브스토리를 털어놓았다  이날 방송에서 채리나는 남편과 어떻게 만났냐는 MC의 질문에  지인이 아는 동생이 내 팬이라고 소개해줘서 알게 됐다 며  동생으로 알고 지내다가 그 친구가 큰 사고를 당한 이후 나에게 고백했다 라고 말했다 	7
825	전 세계 식생학 전문가 500여명  목포에 모인다 23 28일 세계식생과학대회 목포대 도서문화연구원 주최 세계적인 식생학     vegetation science  연구자들의 대표 학술대회인  세계식생과학대회 IAVS2012  가 23 28일 전남 목포시 현대호텔에서 열린다  올해로 55회째 대회다  전남도와 목포대가 주최하고 한국생태학회와 목포대 도서문화연구원  세계식생과학대회조직위가 공동 주관한다 	0
8752	   교류 확대로 신뢰 구축 의지 담겨  여 야는 박근혜 대통령의 15일 광복절 경축사에 대해 상반된 평가를 내렸다  새누리당과 민주당은 한반도 평화와 통일 문제에 대해서는 환영의 뜻을 같이했지만 민주당은 현 정국에 대한 언급이 없었다는 것에 강한 아쉬움을 감추지 않았다  새누리당은 특히 남북한 교류의 폭을 넓히겠다는 대통령의 제안에 대해 호의적 평가를 했다  새누리당 민현주 대변인은 논평을 통해  광복 68주년을 맞아 박근혜 대통령은 한반도 평화와 통일에 대한 의지와 함께 새로운 대한민국을 위한 비전을 제시했다 고 평가했다 	8
3664	AK플라자 뷰티사업 진출  태그온뷰티  오픈 AK플라자가 뷰티사업에 진출한다  AK플라자는 오는 25일 AK플라자 분당점에 뷰티 라이프 플랫폼  태그온뷰티 Tag On Beauty  를 오픈한다고 24일 밝혔다  AK플라자는 특화된 뷰티 비즈니스 모델 개발을 신성장동력으로 정하고 그 기반이 될 뷰티 라이프 플랫폼을 오픈하는 것이다  특히 AGE 20 s 에이지투웨니스   LUNA 루나  등의 화장품 개발과 직접제조를 하고 있는 그룹 계열사 애경산업과의 협업을 통해 드럭스토어 및 여타 화장품 편집매장과 차별화를 한다는 계획이다 	3
7230	12월 24일  솔로대첩  솔로 남녀 마음 설렌다 12월 24일  솔로대첩  이라는 대규모 SNS 미팅이 온라인상에서 화제가 되고 있다   솔로대첩 은 SNS서비스 페이스북의 님연시 님이 연애를 시작하셨습니다 라는 누리꾼이 기획한 이벤트로 12월 24일 신청을 받은 남녀의 대규모 게릴라 미팅 행사를 말한다 	7
7780	욕하면서도 보니까 욕먹어도 찍는  막드 막장드라마   패륜 폭언에도 시청률 높아  어쨌든 권선징악  끝까지 봐  욕하면서 보는  막장 드라마  논란은 어제오늘 일이 아니다  패륜과 폭언이 난무하는 드라마가 인기를 얻고  이를 복제한 비슷비슷한 드라마가 쏟아지면서 이젠  막장  아닌 드라마를 찾기가 더 어려워졌다  2015년 한 해만 봐도 방송통신심의위원회가 지상파 드라마에 내린 법정제재는 9건 징계1 경고3 주의5   권고 등 행정지도는 11건이었다 	7
7181	더 선명해진 비틀스  더 웅장해진 엘비스  명곡 모음집  1  리마스터링 영상 수록  오케스트라 편곡 마이클 부블레와 듀엣	7
4048	인천 소방관 공기호흡기 안전 불안하다 도무지 이해할 수 없다  화재 현장에 출동하는 소방관들에겐 생명 같은 장비가 공기호흡기다  공기호흡기는 화재 현장의 유독 가스를 차단  소방관의 안전과 생명을 지켜주는 필수 개인 장비다  소방관에겐 생명줄과 같은 것이어서 공기호흡기의 안전관리가 철저하고 완벽해야 한다  그런데 인천시와 소방안전본부가 놀랍게도 공기호흡기 충전시설을 수년째 무허가로 운영하고 있다  소방관들의 안전과 생명을 경시하는 처사다  무지의 소치다  시와 인천소방안전본부에 따르면 지역 내 8개 일선 소방서와 119 안전센터 46곳에 공기호흡기 충전시설을 운영하고 있으나 모두 무허가 시설이다  길게는 5년 이상 불법 운영되고 있다  공기호흡기 충전시설의 무허가 운영이 촉발하는 위험은 두 가지다  우선 화재 현장에 출동한 소방관들의 생명 위협이다  충전시설이 무허가이니 허가 관청인 자치구의 정기검사 나 수시검사를 받지 않는다  당연히 시설관리의 안전성을 담보할 수 없다 	4
4745	 전기차 독자생산 위한 산 학 연 참여 TF 만들자  대구상공회의소는 4일 대구상의 10층 대회의실에서  2017 상반기 경제동향 보고회 를 개최했다  이날 보고회엔 권영진 시장을 비롯해 윤상수 대구지방국세청장  김문환 대구경북지방중소기업청장  이태희 대구지방고용노동청장  설효찬 대구지방식품의약품안전청장  김철영 금융감독원 대구지원장 등 기업지원기관장과 주요기업 대표 등 200여명 참석했다 	4
5013	현대차  문제 있다던 재고품 그대로 쓴다니 현대차가 문제 있다며 교체하겠다던 부품을 계속해서 장착해 출시해온 것으로 드러났다  차량 내 안경집 댐퍼러버 Damper rubber  얘기다  소비자들이 운행 중 덜컹거림이 심하다며 민원을 제기했고 현대차도 조사 결과 문제가 있다고 판단했다  이달 초부터 생산되는 차량에는 기존 60도인 경도를 65도로 상향 조정한 신제품을 장착한다고 밝혔다  그런데 본보 취재 결과 울산 3공장에서 생산되고 있는 엑센트 차종에는 여전히 기존 댐퍼러버의 재고품이 사용되고 있었다  직접적인 원인은 하도급 업체 간의 갈등이다  현대자동차 2차 하도급업체가 지난 2월과 3월 6만 개의 개량된 댐퍼러버 65도 를 3차 업체에 발주했지만 3차 업체는 공급가격 등의 문제를 제기하며 납품을 거부했다  이렇게 되자 2차 업체는 자신들이 가지고 있던 60도짜리 재고품을 2차 하도급 업체에 재공급했고 현대차는 이 제품을 납품받아 신차에 장착했다  결국 소비자들이 개선 부품이 사용되고 있는 줄 알았던 신차에는 문제된 재고품이 여전히 사용되고 있었던 것이다 	5
276	광양에 국내 첫 합성천연가스 공장 착공 포스코가 국내 최초로 합성천연가스 SNG Synthetic Natural Gas  공장을 짓는다  포스코는 7일 광양제철소에 연간 50만t 규모의 SNG를 생산할 수 있는 공장을 건설하기로 하고 이날 오후 착공식을 했다고 밝혔다 	0
3153	 행복호르몬  충전하세요  조루증 개선 치료제 국내 시판  사용땐 세로토닌 증가 엄마들도 남에게 차마 하지 못하는 이야기가 있다  바로 남편의  조루 다  동서고금을 막론하고 조루는 능력 없는 남성의 상징처럼 여겨진다  하지만 이는 조루에 대한 잘못된 인식에서 비롯된다 	3
6484	션 헨  계투진 가뭄에 단비 될까 한화가 메이저리그 출신 투수 션 헨 31 을 영입하면서 불펜진 운영에 숨통이 트일지 관심이 집중되고 있다  한화는 현재 불펜의 핵심 투수로 분류된 박정진과 송신영이 2군으로 내려가 있는 상태라 계투진 운영에 난항을 겪고 있는 상태다 	6
7226	이훈   하정우와 군에서 하루 함께 복무  배우 이훈이 톱배우 하정우와 인연을 공개했다  이훈은 13일 여의도 KBS 신관 국제회의실에서 열린 KBS 2TV 일일시트콤  일말의 순정  제작발표회에서 하정우와 인연을 소개하며 자신과 하정우의 외모를 비교했다 	7
1172	이정문 광양시장 예비후보 깨끗한 정치 위해  펀드출시   오는 6 4지방선거에 전남 광양시장에 출마할 민주당 소속 이정문 예비후보 광양시의장 가 도내 처음으로 시민들이 직접 참여할 수 있는 공개적인  정치인 펀드 를 출시했다  이정문 의장은 기존 음성적인 선거자금 문화를 탈피하고  투명한 정치풍토 조성을 위해 광양 시장선거 사상 처음으로 24일부터  이정문 참여펀드 를 모집한다고 밝혔다 	1
2917	 5월에 다시 유럽투어 떠나요   지난해 유럽 투어 연주에서  창피할 정도로  평가가 좋게 나왔어요  저는 단원들에게 그것을 믿지 말라고 했어요  웃음  올해도 오스트리아와 네덜란드  독일 등에서 초청받아 5월부터 다시 유럽 투어를 떠납니다  더 기분 좋은 일은 우리 서울시향 식구들이 매일 관객들의 평가를 받고 무대 설 때마다 오디션 받는 느낌을 즐기고 있다는 거여요   지난해 서울시향은 활약이 눈부셨다  해외에선 5월 유럽 4개국 9개 도시 투어 연주에서 90 가 넘는 관객 점유율을 기록했고  국내에선 지난해 8월부터 올해 말까지 기획된  말러 2010 2011 시리즈 가 티켓이 매진되는 호응을 얻었다  14일 예술의전당 콘서트홀에서 열리는 말러  교향곡 4번  연습에 여념이 없는 정명훈씨를 12일 서울시향 예술감독실에서 만났다  그는  6년 전 서울시향을 맡으면서 구상했던 단계의 절반 수준에 왔다고 본다  앞으로의 절반이 더 힘들고 어려울 것 같다 고 평가했다 	2
1429	공항 항만 근접  경영입지 노른자  송도국제업무단지에는 공립 및 사립 학교 등 다양한 교육시설과 쇼핑  외식 공간 등이 있다  세계 유명도시들을 벤치마킹한 편의시설들은 송도국제업무단지의 가치를 한층 더 높인다  CBS노컷뉴스는 송도국제업무단지의 정주 및 업무환경을 조명해 본다   편집자주  송도국제도시에 특급호텔을 비롯해 컨벤션센터  공원시설  골프장  국제학교  주거시설 등 비즈니스에 필요한 다양한 정주환경이 갖춰지면서 국내외 기업들의 관심이 모아지고 있다 	1
1996	정부 말 믿고 집 판 사람들  우린 어쩌라고  국회 기획재정위원회가 지난 3월16일 이후 정부의 다주택자 3주택 이상  중과세 폐지 발표를 믿고 미리 집을 판 사람들을 구제해 주기로 한 당초 방침을 또 다시 번복함에 따라 양도세 법안은 임시국회 막판까지 대혼란의 양상으로 치닫고 있다  시장은 물론 전문가들도 국회가  포퓰리즘의 극치 를 보여주고 있다며 비판하고 이미 집을 판 거래자들은 소송에 나설 움직임까지 보이고 있다  국회 재정위는 지난 24일 조세소위에서  다주택자 양도세 중과 45  단일세율  2년간 한시 유예 를 의결하면서 지난달 16일 이후 거래분에 대해서는 투기지역 강남   서초   송파 등 강남3구 과 비투기지역 구분없이 모두 일반세율 6 35  을 매기는 형태로 구제해 주기로 했다 	1
5139	뚝  아기 울음소리 또 줄고  산모 평균 32세  역대 최고  작년 43만5400명 출생  역대 두 번째로 적은 수	5
4896	정부  포이즌 필  도입 공식화 법무부는 9일  포이즌 필  도입을 뼈대로 한 상법 개정안을 마련해 각계 의견을 수렴한 뒤 입법 예고하겠다고 밝혔다  현 정부가 출범 당시 주요 추진 과제 중 하나로 선정하기도 했던 포이즌 필은  인수 대상 회사의 이사회 의사에 반해 적대적 인수 합병 M A  등 경영권 침해가 우려될 때 인수자 이외 주주에게 미리 정한 낮은 가격으로 지분을 살 수 있는 권리 인수 선택권 를 주는 제도로  인수 합병 방어제도의 하나다  법무부가 이날 내놓은 개정안을 보면  인수선택권은 인수 합병에 대한 방어 수단이므로 무상으로 주어져야 하지만  경영권 양도 목적으로 남용될 수 있기 때문에 주주 외에 제3자에게 부여할 수 없도록 제한했다  또 이사회는 회사의 가치나 주주 일반의 이익을 유지 증진하기 위해 일부 주주의 인수선택권 행사를 제한하거나 상환 조건 등을 차별적으로 정할 수 있도록 했다 	4
365	 전자파 안심 조례 재의요구 거부하라  미래창조과학부와 경기도가 재의 요구한  경기도 전자파 안심지대 지정 운영에 관한 조례 와 관련  환경단체들이 경기도의회에 재의요구를 거부할 것을 촉구하고 나섰다  경기환경운동연합은 17일 보도자료를 내  전자파의 유해성 여부 검증은 현재 진행형으로  어린이 보호대책을 강화해야 한다 며  미래창조과학부의 재의요구는 부당하며 도의회는 재의요구를 거부하라 고 촉구했다 	0
2934	농사꾼의 자식  땅을 그리다 작가 이종구씨의  국토 세가지 풍경 전에 걸린 작품 중 두 그림은 포개져 보인다   내 땅에서 농사짓고 싶다  2009 와  검은 대지 무자년 여름  2008   앞은 미군 치누크 헬기의 굉음 아래 주름진 노파의 초상이고  뒤는 콘티넨털 화물기의 굉음 아래 울부짖는 암소의 초상이다  노파나 암소나 땅에서 쫓겨난 농투성이인 점에서 똑같다  전자는 미군 기지가 옮겨오면서 대대손손 농사짓던 고향에서 추방된 경기도 평택 대추리의 농민이고  후자는 광우병 쇠고기가 대형 화물기로 날아오면서 생명을 위협받는 우리나라 사람을 상징한다 	2
1612	위례신도시  암초  남성대 골프장 위례신도시 건설로 사라지게 될 국방부 소유 골프장 남성대  이전 용지를 찾는 문제로 신도시 개발이 삐걱거리고 있다  국토해양부는 국방부에 남성대 수준 골프장을 마련해 주기 위해 현재 여러 골프장과 접촉하며 인수 협상을 진행 중이지만 가격과 기존 회원권 처리 문제 등으로 어려움을 겪고 있다  특히 남성대를 대체할 골프장이 서울에서 가까워야 한다는 국방부 요구에 맞추다 보니 골프장 매입이 더욱 쉽지 않은 상황이다 	1
2341	몸의 시 부산시립무용단원이 직접 안무가가 되는 프로젝트 한 줄의 시가 한 장의 소설보다 쓰기 어려운 건 짧은 문구에 여러 뜻을 담아야 하기 때문이다  몸짓 하나에 여러 뜻을 표현한다는 점에서 춤은 몸으로 쓰는 시와 같다  부산시립무용단 이하 시립무용단 은 지난해까지  한여름 밤의 춤 작품전 으로 선보였던 공연을  안무가 프로젝트 몸으로 쓰는 시 Body Language  로 이름을 바꿔 오는 26일 오후 7시 30분  27일 오후 6시 두차례 부산문화회관 소극장에서 새롭게 선보인다  시립무용단의 안무가 프로젝트는 단원들이 직접 만든 작품을 올리는 공연이다  시립무용단 단원들이 창의적인 작가 정신을 구현해 독립적이고 능동적인 춤꾼으로서의 몸짓을 펼치는 자리다  특히 올해는 지난 7월 취임 공연  업경대 로 시립무용단의 변화를 성공적으로 이끌고 있다고 평가받는 김용철 감독이 있어 기대를 모은다 	2
6591	 강팀킬러  박지성 첼시 심장을 쏴라  맨유와 첼시FC는 20일 오전 1시 한국시간  영국 런던 스탬퍼드 브릿지에서 열리는 잉글랜드 프리미어리그 2010 2011시즌 18라운드에서 맞대결을 한다  맨유 알렉스 퍼거슨 감독은 라이벌전을 앞두고 경기의 중요성을 거듭 강조했다   시즌 우승을 결정지을 수 있는 중요한 경기다  반드시 승리 하겠다 고 출사표를 던졌다 	6
7742	 받은 사랑만큼 보답하니 저희도 기쁘네요  티아라  홀로 사는 노인 찾아 겨울나기 선물과 점심 대접 올겨울 들어 가장 추웠던 1일 아침 서울 시흥동 주택가  자녀들과 떨어져 10여년간 혼자 살아온 이 모 86  할머니의 단칸방에 아가씨 둘이 라면상자와 내복  영양크림을 들고 찾아왔다  아이돌 걸그룹 티아라 멤버 보람과 소연이다   추운 겨울 건강하게 보내시라 는 인사에 할머니는  이제부터 나도 팬이 되겠다 며 웃었다  다른 멤버 지연 큐리 화영 효민도 노인 홀로 사는 이웃집을 찾았다  얼마 전 다리를 다쳐 목발을 짚고 다니는 은정도 사회복지단체  함께사는 사람들  사무실에서 독거노인들에게 점심을 나눠줬다 	7
5238	전남 주요 뱃길 3년 뒤엔 운송대란 온다 정부가 최근 세월호 참사 재발방지를 위해 여객선 선령 기준을 축소하면서 제주를 비롯한 전남 연안을 오가는 노후 여객선들이 당초보다 빨리 운항을 중단해야 해 운송 대란이 우려되고 있다  5일 해양수산부와 목포 여수해양항만수산청 등에 따르면 여객 및 화물 겸용 여객선의 선령을 기존 30년에서 25년으로 축소하는 내용을 골자로 한  해운법 시행규칙  개정안이 지난 7월부터 시행되고 있다 	5
2836	우리 시대의 불안과 불온  날카롭게 풍자하다 여성의 감각으로 우리 시대의 불안과 불온을 읊은 시집이 나란히 나왔다  나희덕 시인의  파일명 서정시  창비 와 안명옥 시인의  달콤한 호흡  천년의 시작 은 평이한 언어로 현실을 비판하면서 날카롭게 풍자하는 문학의 묘미를 제시한다  김수영문학상을 비롯해 주요 시문학상을 두루 받은 나희덕 조선대 문창과 교수 은 원숙한 언어로 현실의 우화    를 그려냈다   아이들은 수학여행 중이었다  교실에서처럼 선실에서도 가만히 앉아 있었다 라고 시작한 시  난파된 교실 은 세월호 참사에 그치지 않고 이렇게 끝난다   지금도 교실에 갇힌 아이들이 있다  책상 밑에 의자 밑에 끼여 빠져나오지 못하는 다리와  유리창을 탕탕 두드리는 손들   그 유리창을 깰 도끼는 누구의 손에 들려 있는가 라며 교육 현실을 침몰선에 비유했다 	2
1696	 태웅  글로벌 종합 철강기업 으로 눈부신 변신 부산의 대표 철강기업  태웅이 글로벌 종합 철강기업으로 변모하고 있다  1981년 창립한 태웅은 세계 최대 단조 기업으로 우뚝 선 데 이어 지난해 말 제강공장 완공으로 글로벌 종합 철강회사로 성장하고 있다 	1
4392	전복과 삼계탕의 절묘한 만남 위치   달동주공 건너편 청진동해장국 뒷골목 메뉴   전복삼계탕  전복뚝배기  전복미역국  전복회 등	4
4305	      3면 대검거작전 상보 9일 오후 부산경찰청이 벌인 이모 13  양 피살사건 피의자 김길태 검거작전은 가히  대간첩 작전 을 방불케 했다  이날 오후 2시 작전 지시가 내려지자 사상구 덕포동과 모라동 일대에는 진압봉으로 중무장한 사복경찰이 일제히 수색에 나섰다  이처럼 경찰이 촘촘히 배치되자 덕포동 일대는 마치 계엄령이 선포된 듯한 분위기가 연출됐다  행인들은 발길을 멈추고 주위를 서성였고  상인들은 삼삼오오 모여 수색작전에 눈길을 떼지 못했다  일부 상인은  우리도 할 일이 있었으면 좋겠다  꼭 잡아야 한다 고 경찰을 격려하기도 했다  헬기가 고도를 더욱 낮춰 근접순찰에 들어갔다  이 일대는 한동안 전화 통화가 힘들 정도의 소음이 발생했지만 시민들의 불평은 없었다 	4
5227	심의     우리나라에는 3대 의성    이 있다  허준  이제마  사암도인이다  허준은 동의보감을 편찬했고 이제마는 사상의학을 창시했으며  사암도인은 사암침법으로 알려진 오행침법을 창안했다  허준과 이제마는 일반사람들에게 많이 알려져 있지만 사암도인은 잘 알려져 있지 않다  조선시대의 선승으로 알려진 사암은 구체적인 행적은 없고 치료경험의 예만 손으로 손으로 전해 내려왔는데 그의 침구요결 서문에 이런 글이 있다   심칠정부침        의자     의야       이 말은 칠정      즉 희    노    애    락    애    오    욕   의 뜨고 가라앉음을 살핀 연후에야 의사로서 뜻을 얻었다 할 수 있다 	5
6780	현대차 월드랠리팀  WRC 첫 우승 거머쥐어 현대차가 야심차게 뛰어든 모터스포츠 분야에서 예상보다 빠르게 의미있는 성과를 냈다  월드랠리팀이 WRC에서 출전 첫 해에 우승을 차지한 것  현대차는 지난 22일부터 24일 현지시간 까지 열린  2014 월드 랠리 챔피언십 의 독일 랠리에서 드라이버 부문 1  2위와 제조사 부문 1위에 오르며 출전 첫 해에 첫 우승을 달성했다고 밝혔다 	6
